id|name|category|image|model_number|brand|color_family|link|newprice|oldprice
NI023EL89OVQ|Nillkin Back Cover for Sony Xperia C3 (XPC3-NL-SS-B, Black)|Mobile Cases & Covers|https://f.wadicdn.com/product/01/2861/1-product.jpg|XPC3-NL-SS-B|Nillkin|black|https://en-ae.wadi.com/back-cover-for-sony-xperia-c3-xpc3-nl-ss-b-black-168210.html|50|50
NI023EL85OVU|Nillkin Back Cover for Sony Xperia M5 (XPM5-NL-SS-B, Black)|Mobile Cases & Covers|https://f.wadicdn.com/product/41/2861/1-product.jpg|XPM5-NL-SS-B|Nillkin|black|https://en-ae.wadi.com/back-cover-for-sony-xperia-m5-xpm5-nl-ss-b-black-168214.html|50|50
NI023EL75OWE|Nillkin Back Cover for Sony Xperia Z3 Plus / Z4 (XPZ3P-NL-SS-GO, Gold)|Mobile Cases & Covers|https://f.wadicdn.com/product/42/2861/1-product.jpg|XPZ3P-NL-SS-GO|Nillkin|gold|https://en-ae.wadi.com/back-cover-for-sony-xperia-z3-plus-z4-xpz3p-nl-ss-go-gold-168224.html|50|50
NI023EL87OVS|Nillkin Back Cover for Sony Xperia GO (XPE-GO-NL-SS-W, White)|Mobile Cases & Covers|https://f.wadicdn.com/product/21/2861/1-product.jpg|XPE-GO-NL-SS-W|Nillkin|white|https://en-ae.wadi.com/back-cover-for-sony-xperia-go-xpe-go-nl-ss-w-white-168212.html|50|50
NI023EL88OVR|Nillkin Back Cover for Sony Xperia C5 Ultra (XPC5U-NL-SS-B, Black)|Mobile Cases & Covers|https://f.wadicdn.com/product/11/2861/1-product.jpg|XPC5U-NL-SS-B|Nillkin|black|https://en-ae.wadi.com/back-cover-for-sony-xperia-c5-ultra-xpc5u-nl-ss-b-black-168211.html|50|50
NI023EL84OVV|Nillkin Back Cover for Sony Xperia T2 (XPT2-NL-SS-B, Black)|Mobile Cases & Covers|https://f.wadicdn.com/product/51/2861/1-product.jpg|XPT2-NL-SS-B|Nillkin|black|https://en-ae.wadi.com/back-cover-for-sony-xperia-t2-xpt2-nl-ss-b-black-168215.html|50|50
NI023EL78OWB|Nillkin Back Cover for Sony Xperia Z3 Compact / Mini (XPZ3M-NL-SS-GO, Gold)|Mobile Cases & Covers|https://f.wadicdn.com/product/12/2861/1-product.jpg|XPZ3M-NL-SS-GO|Nillkin|gold|https://en-ae.wadi.com/back-cover-for-sony-xperia-z3-compact-mini-xpz3m-nl-ss-go-gold-168221.html|50|50
NI023EL90OVP|Nillkin Back Cover for Sony Xperia C (XPC-NL-SS-B, Black)|Mobile Cases & Covers|https://f.wadicdn.com/product/90/2861/1-product.jpg|XPC-NL-SS-B|Nillkin|black|https://en-ae.wadi.com/back-cover-for-sony-xperia-c-xpc-nl-ss-b-black-168209.html|50|50
NI023EL82OVX|Nillkin Back Cover for Sony Xperia T3 (XPT3-NL-SS-B, Black)|Mobile Cases & Covers|https://f.wadicdn.com/product/71/2861/1-product.jpg|XPT3-NL-SS-B|Nillkin|black|https://en-ae.wadi.com/back-cover-for-sony-xperia-t3-xpt3-nl-ss-b-black-168217.html|50|50
NI023EL81PDQ|Nillkin Back Cover for Samsung Galaxy S6 (S6-NL-SS-GO, Gold)|Mobile Cases & Covers|https://f.wadicdn.com/product/81/4861/1-product.jpg|S6-NL-SS-GO|Nillkin|gold|https://en-ae.wadi.com/back-cover-for-samsung-galaxy-s6-s6-nl-ss-go-gold-168418.html|50|50
NI023EL80OVZ|Nillkin Flip Case for Sony Xperia Z1 (XPZ1-NL-LT-B, Black)|Mobile Cases & Covers|https://f.wadicdn.com/product/91/2861/1-product.jpg|XPZ1-NL-LT-B|Nillkin|black|https://en-ae.wadi.com/flip-case-for-sony-xperia-z1-xpz1-nl-lt-b-black-168219.html|60|60
NI023EL79OWA|Nillkin Back Cover for Sony Xperia Z3 Compact / Mini (XPZ3M-NL-SS-B, Black)|Mobile Cases & Covers|https://f.wadicdn.com/product/02/2861/1-product.jpg|XPZ3M-NL-SS-B|Nillkin|black|https://en-ae.wadi.com/back-cover-for-sony-xperia-z3-compact-mini-xpz3m-nl-ss-b-black-168220.html|50|50
NI023EL70OWJ|Nillkin Back Cover for Asus Zenfone 2 ZE550ML (ZEN2-NL-SS-B, Black)|Mobile Cases & Covers|https://f.wadicdn.com/product/92/2861/1-product.jpg|ZEN2-NL-SS-B|Nillkin|black|https://en-ae.wadi.com/back-cover-for-asus-zenfone-2-ze550ml-zen2-nl-ss-b-black-168229.html|50|50
NI023EL62PAN|Nillkin Back Cover for Huawei Ascend Mate 8 (HW-M8-NL-SS-B, Black)|Mobile Cases & Covers|https://f.wadicdn.com/product/73/3861/1-product.jpg|HW-M8-NL-SS-B|Nillkin|black|https://en-ae.wadi.com/back-cover-for-huawei-ascend-mate-8-hw-m8-nl-ss-b-black-168337.html|50|50
NI023EL62OWR|Nillkin Back Cover for Asus Zenfone Selfie ZD551KL (ZENSL-NL-SS-B, Black)|Mobile Cases & Covers|https://f.wadicdn.com/product/73/2861/1-product.jpg|ZENSL-NL-SS-B|Nillkin|black|https://en-ae.wadi.com/back-cover-for-asus-zenfone-selfie-zd551kl-zensl-nl-ss-b-black-168237.html|50|50
NI023EL77OWC|Nillkin Back Cover for Sony Xperia Z3 Compact / Mini (XPZ3M-NL-SS-W, White)|Mobile Cases & Covers|https://f.wadicdn.com/product/22/2861/1-product.jpg|XPZ3M-NL-SS-W|Nillkin|white|https://en-ae.wadi.com/back-cover-for-sony-xperia-z3-compact-mini-xpz3m-nl-ss-w-white-168222.html|50|50
NI023EL62PEJ|Nillkin Back Cover for Apple iPhone 6/6S (I6-NL-SS-W, White)|Mobile Cases & Covers|https://f.wadicdn.com/product/73/4861/1-product.jpg|I6-NL-SS-W|Nillkin|white|https://en-ae.wadi.com/back-cover-for-apple-iphone-6-6s-i6-nl-ss-w-white-168437.html|50|50
NI023EL86OVT|Nillkin Back Cover for Sony Xperia Z (XPEZ-NL-SS-B, Black)|Mobile Cases & Covers|https://f.wadicdn.com/product/31/2861/1-product.jpg|XPEZ-NL-SS-B|Nillkin|black|https://en-ae.wadi.com/back-cover-for-sony-xperia-z-xpez-nl-ss-b-black-168213.html|50|50
NI023EL91OVO|Nillkin Back Cover for Samsung Galaxy Grand Duos (SGR-NL-SS-W, White)|Mobile Cases & Covers|https://f.wadicdn.com/product/80/2861/1-product.jpg|SGR-NL-SS-W|Nillkin|white|https://en-ae.wadi.com/back-cover-for-samsung-galaxy-grand-duos-sgr-nl-ss-w-white-168208.html|50|50
NI023EL76OWD|Nillkin Back Cover for Sony Xperia Z3 Plus / Z4 (XPZ3P-NL-SS-B, Black)|Mobile Cases & Covers|https://f.wadicdn.com/product/32/2861/1-product.jpg|XPZ3P-NL-SS-B|Nillkin|black|https://en-ae.wadi.com/back-cover-for-sony-xperia-z3-plus-z4-xpz3p-nl-ss-b-black-168223.html|50|50
